id_requerente,nome_requerente,nacionalidade,endereco_completo,total_processos
69,SIMSOL, LIMITADA,Moçambicana,"Av. Moçambique, Km 9, Maputo, Maputo Cidade, Moçambique",1
70,VESTUÁRIO DA MODA, LDA,Moçambicana,"Rua nº 4436, Parcela nº 350, Bairro Laulane, Maputo, Maputo Cidade, Moçambique",1
71,PAN TRADING INTERNATIONAL CO, LTD,Mauriciana,"Level 2, Alexander House, Silicon Avenuel, Ebene Cybericity 72201, Mauritius",1
72,KIDZ KARE, CENTRO MÉDICO INFANTO-JUVENIL, LIMITADA,Moçambicana,"Av. Marginal, nº 5289, Polana Casino, Maputo, Maputo Cidade, Moçambique",1
73,MOZECONOMIA S.A,Moçambicana,"Av. 25 de Setembro, Bairro Central nº 1695 1º Andar, Maputo , Maputo Cidade, Moçambique",1
74,DIMD - DISTRIBUIDORA INTERNACIONAL DE MERCADORIAS DIVERSAS, LDA,Moçambicana,"Av. Alberti Lithuli, n° 15, 2° Andar, Bairro Cental, KAMPFUMU, Maputo, Maputo Cidade, Moçambique",3
75,CASAMIGOS TEQUILA, LLC,Norte Americana,"14605 North 73rd Street, Scottsdale, Arizona 85260, United States of America",1
76,SOCIEDADE DE ÁGUAS DE MOÇAMBIQUE, LIMITADA,Moçambicana,"Av. das Indústrias, nº 749, Machava, Matola, Maputo Província, Moçambique",4
77,INDÚSTRIA KING - SOCIEDADE UNIPESSOAL, LIMITADA,Moçambicana,"Av. F.P.L.M, Bairro Central, Nampula, Nampula, Moçambique",1
78,SANSOAP - SANAM SOAP INDUSTRIES, LDA,Moçambicana,"Av. Francisco Manyanga nº 15, 1º andar, Nampula, Nampula, Moçambique",17
79,BLACK SKY DRINKS COMÉRCIO & SERVIÇOS, E.I,Moçambicana,"Rua da Beira, nº 606, B. Ferroviário, Kamavota, Maputo , Maputo Cidade, Moçambique",1
80,ELECTRO ZONE, LDA,Moçambicana,"Rua Correia de Brito, nº 2156, Beira, Sofala, Moçambique",1
81,ITRANSMAR, IP - INSTITUTO DE TRANSPORTE MARÍTIMO,Moçambicana,"Av. Kark Marx, nº 153, 5º - 12º Andar, Maputo, Maputo Cidade, Moçambique",1
82,AUNTY COM FISH & CHIPS, SOCIEDADE UNIPESSOAL, LDA,Moçambicana,"Rua da Mozal, Parcela 10-IFlanga Comercial, Matola, Maputo Província, Moçambique",1
83,DIAMOND DISTRIBUÇÃO, LIMITADA,Moçambicana,"Rua Gago Coutinho,nº 594, R/C, B. Chamanculo, Distrito Urbano 1, Maputo, Maputo Cidade, Moçambique",1
84,INDÚSTRIAS MAKNAZ, LIMITADA,Moçambicana,"Rua do Vaz, Milha 3, Talhão, nº 79, Beira, Sofala, Moçambique",1
85,CEAR - COOPERATIVA DE EDUCAÇÃO AMBIENTAL REPENSAR, LDA,Moçambicana,"Rua dos Continuadores, Matola, Maputo Província, Moçambique",1
